model,precision,phase,tokens,operator,arithmetic,calls,flops
TinyStories-Instruct-8M,int8,prefill,512,Linear,int8,48,6448742400
TinyStories-Instruct-8M,int8,prefill,512,GroupedQueryAttention,fp32,8,2181038080
TinyStories-Instruct-8M,int8,prefill,512,Softmax,fp32,8,167772160
TinyStories-Instruct-8M,int8,prefill,512,Quantize,fp32,48,37748736
TinyStories-Instruct-8M,int8,prefill,512,GELU,fp32,8,37748736
TinyStories-Instruct-8M,int8,prefill,512,Dequantize,fp32,48,18874368
TinyStories-Instruct-8M,int8,prefill,512,LayerNorm,fp32,17,13404160
TinyStories-Instruct-8M,int8,prefill,512,Embedding,fp32,2,0
TinyStories-Instruct-8M,int4,prefill,512,Linear (lm_head),fp32,1,13174571008
TinyStories-Instruct-8M,int4,prefill,512,Linear,fp32,48,6448742400
TinyStories-Instruct-8M,int4,prefill,512,GroupedQueryAttention,fp32,8,2181038080
TinyStories-Instruct-8M,int4,prefill,512,Softmax,fp32,8,167772160
TinyStories-Instruct-8M,int4,prefill,512,GELU,fp32,8,37748736
TinyStories-Instruct-8M,int4,prefill,512,LayerNorm,fp32,17,13404160
TinyStories-Instruct-8M,int4,prefill,512,Dequantize,fp32,48,6291456
TinyStories-Instruct-8M,int4,prefill,512,Embedding,fp32,2,0
TinyStories-Instruct-8M,fp32,prefill,1024,Linear (lm_head),fp32,1,26349142016
TinyStories-Instruct-8M,fp32,prefill,1024,Linear,fp32,48,12897484800
TinyStories-Instruct-8M,fp32,prefill,1024,GroupedQueryAttention,fp32,8,8724152320
TinyStories-Instruct-8M,fp32,prefill,1024,Softmax,fp32,8,671088640
TinyStories-Instruct-8M,fp32,prefill,1024,GELU,fp32,8,75497472
TinyStories-Instruct-8M,fp32,prefill,1024,LayerNorm,fp32,17,26808320
TinyStories-Instruct-8M,fp32,prefill,1024,Embedding,fp32,2,0
TinyStories-Instruct-8M,bf16,prefill,1024,Linear (lm_head),bf16,1,26349142016
TinyStories-Instruct-8M,bf16,prefill,1024,Linear,bf16,48,12897484800
TinyStories-Instruct-8M,bf16,prefill,1024,GroupedQueryAttention,bf16,8,8724152320
TinyStories-Instruct-8M,bf16,prefill,1024,Softmax,bf16,8,671088640
TinyStories-Instruct-8M,bf16,prefill,1024,GELU,bf16,8,75497472
TinyStories-Instruct-8M,bf16,prefill,1024,LayerNorm,bf16,17,26808320
TinyStories-Instruct-8M,bf16,prefill,1024,Embedding,bf16,2,0
TinyStories-Instruct-8M,int8,prefill,1024,Linear (lm_head),fp32,1,26349142016
TinyStories-Instruct-8M,int8,prefill,1024,Linear,int8,48,12897484800
TinyStories-Instruct-8M,int8,prefill,1024,GroupedQueryAttention,fp32,8,8724152320
TinyStories-Instruct-8M,int8,prefill,1024,Softmax,fp32,8,671088640
TinyStories-Instruct-8M,int8,prefill,1024,Quantize,fp32,48,75497472
TinyStories-Instruct-8M,int8,prefill,1024,GELU,fp32,8,75497472
TinyStories-Instruct-8M,int8,prefill,1024,Dequantize,fp32,48,37748736
TinyStories-Instruct-8M,int8,prefill,1024,LayerNorm,fp32,17,26808320
TinyStories-Instruct-8M,int8,prefill,1024,Embedding,fp32,2,0
TinyStories-Instruct-8M,int4,prefill,1024,Linear (lm_head),fp32,1,26349142016
TinyStories-Instruct-8M,int4,prefill,1024,Linear,fp32,48,12897484800
TinyStories-Instruct-8M,int4,prefill,1024,GroupedQueryAttention,fp32,8,8724152320
TinyStories-Instruct-8M,int4,prefill,1024,Softmax,fp32,8,671088640
TinyStories-Instruct-8M,int4,prefill,1024,GELU,fp32,8,75497472
TinyStories-Instruct-8M,int4,prefill,1024,LayerNorm,fp32,17,26808320
TinyStories-Instruct-8M,int4,prefill,1024,Dequantize,fp32,48,6291456
TinyStories-Instruct-8M,int4,prefill,1024,Embedding,fp32,2,0
TinyStories-Instruct-8M,fp32,prefill,2048,Linear (lm_head),fp32,1,52698284032
TinyStories-Instruct-8M,fp32,prefill,2048,GroupedQueryAttention,fp32,8,34896609280
TinyStories-Instruct-8M,fp32,prefill,2048,Linear,fp32,48,25794969600
TinyStories-Instruct-8M,fp32,prefill,2048,Softmax,fp32,8,2684354560
TinyStories-Instruct-8M,fp32,prefill,2048,GELU,fp32,8,150994944
TinyStories-Instruct-8M,fp32,prefill,2048,LayerNorm,fp32,17,53616640
TinyStories-Instruct-8M,fp32,prefill,2048,Embedding,fp32,2,0
TinyStories-Instruct-8M,bf16,prefill,2048,Linear (lm_head),bf16,1,52698284032
TinyStories-Instruct-8M,bf16,prefill,2048,GroupedQueryAttention,bf16,8,34896609280
TinyStories-Instruct-8M,bf16,prefill,2048,Linear,bf16,48,25794969600
TinyStories-Instruct-8M,bf16,prefill,2048,Softmax,bf16,8,2684354560
TinyStories-Instruct-8M,bf16,prefill,2048,GELU,bf16,8,150994944
TinyStories-Instruct-8M,bf16,prefill,2048,LayerNorm,bf16,17,53616640
TinyStories-Instruct-8M,bf16,prefill,2048,Embedding,bf16,2,0
TinyStories-Instruct-8M,int8,prefill,2048,Linear (lm_head),fp32,1,52698284032
TinyStories-Instruct-8M,int8,prefill,2048,GroupedQueryAttention,fp32,8,34896609280
TinyStories-Instruct-8M,int8,prefill,2048,Linear,int8,48,25794969600
TinyStories-Instruct-8M,int8,prefill,2048,Softmax,fp32,8,2684354560
TinyStories-Instruct-8M,int8,prefill,2048,Quantize,fp32,48,150994944
TinyStories-Instruct-8M,int8,prefill,2048,GELU,fp32,8,150994944
TinyStories-Instruct-8M,int8,prefill,2048,Dequantize,fp32,48,75497472
TinyStories-Instruct-8M,int8,prefill,2048,LayerNorm,fp32,17,53616640
TinyStories-Instruct-8M,int8,prefill,2048,Embedding,fp32,2,0
TinyStories-Instruct-8M,int4,prefill,2048,Linear (lm_head),fp32,1,52698284032
TinyStories-Instruct-8M,int4,prefill,2048,GroupedQueryAttention,fp32,8,34896609280
TinyStories-Instruct-8M,int4,prefill,2048,Linear,fp32,48,25794969600
TinyStories-Instruct-8M,int4,prefill,2048,Softmax,fp32,8,2684354560
TinyStories-Instruct-8M,int4,prefill,2048,GELU,fp32,8,150994944
TinyStories-Instruct-8M,int4,prefill,2048,LayerNorm,fp32,17,53616640
TinyStories-Instruct-8M,int4,prefill,2048,Dequantize,fp32,48,6291456
TinyStories-Instruct-8M,int4,prefill,2048,Embedding,fp32,2,0
TinyStories-Instruct-8M,fp32,decode,2,Linear (lm_head),fp32,1,25731584
TinyStories-Instruct-8M,fp32,decode,2,Linear,fp32,48,12595200
TinyStories-Instruct-8M,fp32,decode,2,GELU,fp32,8,73728
TinyStories-Instruct-8M,fp32,decode,2,LayerNorm,fp32,17,26180
TinyStories-Instruct-8M,fp32,decode,2,GroupedQueryAttention,fp32,8,16640
TinyStories-Instruct-8M,fp32,decode,2,Softmax,fp32,8,1280
TinyStories-Instruct-8M,fp32,decode,2,Embedding,fp32,2,0
TinyStories-Instruct-8M,bf16,decode,2,Linear (lm_head),bf16,1,25731584
TinyStories-Instruct-8M,bf16,decode,2,Linear,bf16,48,12595200
TinyStories-Instruct-8M,bf16,decode,2,GELU,bf16,8,73728
TinyStories-Instruct-8M,bf16,decode,2,LayerNorm,bf16,17,26180
TinyStories-Instruct-8M,bf16,decode,2,GroupedQueryAttention,bf16,8,16640
TinyStories-Instruct-8M,bf16,decode,2,Softmax,bf16,8,1280
TinyStories-Instruct-8M,bf16,decode,2,Embedding,bf16,2,0
TinyStories-Instruct-8M,int8,decode,2,Linear (lm_head),fp32,1,25731584
TinyStories-Instruct-8M,int8,decode,2,Linear,int8,48,12595200
TinyStories-Instruct-8M,int8,decode,2,Quantize,fp32,48,73728
TinyStories-Instruct-8M,int8,decode,2,GELU,fp32,8,73728
TinyStories-Instruct-8M,int8,decode,2,Dequantize,fp32,48,36864
TinyStories-Instruct-8M,int8,decode,2,LayerNorm,fp32,17,26180
TinyStories-Instruct-8M,int8,decode,2,GroupedQueryAttention,fp32,8,16640
TinyStories-Instruct-8M,int8,decode,2,Softmax,fp32,8,1280
TinyStories-Instruct-8M,int8,decode,2,Embedding,fp32,2,0
TinyStories-Instruct-8M,int4,decode,2,Linear (lm_head),fp32,1,25731584
TinyStories-Instruct-8M,int4,decode,2,Linear,fp32,48,12595200
TinyStories-Instruct-8M,int4,decode,2,Dequantize,fp32,48,6291456
TinyStories-Instruct-8M,int4,decode,2,GELU,fp32,8,73728
TinyStories-Instruct-8M,int4,decode,2,LayerNorm,fp32,17,26180
TinyStories-Instruct-8M,int4,decode,2,GroupedQueryAttention,fp32,8,16640
TinyStories-Instruct-8M,int4,decode,2,Softmax,fp32,8,1280
TinyStories-Instruct-8M,int4,decode,2,Embedding,fp32,2,0
TinyStories-Instruct-8M,fp32,decode,4,Linear (lm_head),fp32,1,25731584
TinyStories-Instruct-8M,fp32,decode,4,Linear,fp32,48,12595200
TinyStories-Instruct-8M,fp32,decode,4,GELU,fp32,8,73728
TinyStories-Instruct-8M,fp32,decode,4,GroupedQueryAttention,fp32,8,33280
TinyStories-Instruct-8M,fp32,decode,4,LayerNorm,fp32,17,26180
TinyStories-Instruct-8M,fp32,decode,4,Softmax,fp32,8,2560
TinyStories-Instruct-8M,fp32,decode,4,Embedding,fp32,2,0
TinyStories-Instruct-8M,bf16,decode,4,Linear (lm_head),bf16,1,25731584
TinyStories-Instruct-8M,bf16,decode,4,Linear,bf16,48,12595200
TinyStories-Instruct-8M,bf16,decode,4,GELU,bf16,8,73728
TinyStories-Instruct-8M,bf16,decode,4,GroupedQueryAttention,bf16,8,33280
TinyStories-Instruct-8M,bf16,decode,4,LayerNorm,bf16,17,26180
TinyStories-Instruct-8M,bf16,decode,4,Softmax,bf16,8,2560
TinyStories-Instruct-8M,bf16,decode,4,Embedding,bf16,2,0
TinyStories-Instruct-8M,int8,decode,4,Linear (lm_head),fp32,1,25731584
TinyStories-Instruct-8M,int8,decode,4,Linear,int8,48,12595200
TinyStories-Instruct-8M,int8,decode,4,Quantize,fp32,48,73728
TinyStories-Instruct-8M,int8,decode,4,GELU,fp32,8,73728
TinyStories-Instruct-8M,int8,decode,4,Dequantize,fp32,48,36864
TinyStories-Instruct-8M,int8,decode,4,GroupedQueryAttention,fp32,8,33280
TinyStories-Instruct-8M,int8,decode,4,LayerNorm,fp32,17,26180
TinyStories-Instruct-8M,int8,decode,4,Softmax,fp32,8,2560
TinyStories-Instruct-8M,int8,decode,4,Embedding,fp32,2,0
TinyStories-Instruct-8M,int4,decode,4,Linear (lm_head),fp32,1,25731584
TinyStories-Instruct-8M,int4,decode,4,Linear,fp32,48,12595200
TinyStories-Instruct-8M,int4,decode,4,Dequantize,fp32,48,6291456
TinyStories-Instruct-8M,int4,decode,4,GELU,fp32,8,73728
TinyStories-Instruct-8M,int4,decode,4,GroupedQueryAttention,fp32,8,33280
TinyStories-Instruct-8M,int4,decode,4,LayerNorm,fp32,17,26180
TinyStories-Instruct-8M,int4,decode,4,Softmax,fp32,8,2560
TinyStories-Instruct-8M,int4,decode,4,Embedding,fp32,2,0
TinyStories-Instruct-8M,fp32,decode,8,Linear (lm_head),fp32,1,25731584
TinyStories-Instruct-8M,fp32,decode,8,Linear,fp32,48,12595200
TinyStories-Instruct-8M,fp32,decode,8,GELU,fp32,8,73728
TinyStories-Instruct-8M,fp32,decode,8,GroupedQueryAttention,fp32,8,66560
TinyStories-Instruct-8M,fp32,decode,8,LayerNorm,fp32,17,26180
TinyStories-Instruct-8M,fp32,decode,8,Softmax,fp32,8,5120
TinyStories-Instruct-8M,fp32,decode,8,Embedding,fp32,2,0
TinyStories-Instruct-8M,bf16,decode,8,Linear (lm_head),bf16,1,25731584
TinyStories-Instruct-8M,bf16,decode,8,Linear,bf16,48,12595200
TinyStories-Instruct-8M,bf16,decode,8,GELU,bf16,8,73728
TinyStories-Instruct-8M,bf16,decode,8,GroupedQueryAttention,bf16,8,66560
TinyStories-Instruct-8M,bf16,decode,8,LayerNorm,bf16,17,26180
TinyStories-Instruct-8M,bf16,decode,8,Softmax,bf16,8,5120
TinyStories-Instruct-8M,bf16,decode,8,Embedding,bf16,2,0
TinyStories-Instruct-8M,int8,decode,8,Linear (lm_head),fp32,1,25731584
TinyStories-Instruct-8M,int8,decode,8,Linear,int8,48,12595200
TinyStories-Instruct-8M,int8,decode,8,Quantize,fp32,48,73728
TinyStories-Instruct-8M,int8,decode,8,GELU,fp32,8,73728
TinyStories-Instruct-8M,int8,decode,8,GroupedQueryAttention,fp32,8,66560
TinyStories-Instruct-8M,int8,decode,8,Dequantize,fp32,48,36864
TinyStories-Instruct-8M,int8,decode,8,LayerNorm,fp32,17,26180
TinyStories-Instruct-8M,int8,decode,8,Softmax,fp32,8,5120
TinyStories-Instruct-8M,int8,decode,8,Embedding,fp32,2,0
TinyStories-Instruct-8M,int4,decode,8,Linear (lm_head),fp32,1,25731584
TinyStories-Instruct-8M,int4,decode,8,Linear,fp32,48,12595200
TinyStories-Instruct-8M,int4,decode,8,Dequantize,fp32,48,6291456
TinyStories-Instruct-8M,int4,decode,8,GELU,fp32,8,73728
TinyStories-Instruct-8M,int4,decode,8,GroupedQueryAttention,fp32,8,66560
TinyStories-Instruct-8M,int4,decode,8,LayerNorm,fp32,17,26180
TinyStories-Instruct-8M,int4,decode,8,Softmax,fp32,8,5120
TinyStories-Instruct-8M,int4,decode,8,Embedding,fp32,2,0
TinyStories-Instruct-8M,fp32,decode,16,Linear (lm_head),fp32,1,25731584
TinyStories-Instruct-8M,fp32,decode,16,Linear,fp32,48,12595200
TinyStories-Instruct-8M,fp32,decode,16,GroupedQueryAttention,fp32,8,133120
TinyStories-Instruct-8M,fp32,decode,16,GELU,fp32,8,73728
TinyStories-Instruct-8M,fp32,decode,16,LayerNorm,fp32,17,26180
TinyStories-Instruct-8M,fp32,decode,16,Softmax,fp32,8,10240
TinyStories-Instruct-8M,fp32,decode,16,Embedding,fp32,2,0
TinyStories-Instruct-8M,bf16,decode,16,Linear (lm_head),bf16,1,25731584
TinyStories-Instruct-8M,bf16,decode,16,Linear,bf16,48,12595200
TinyStories-Instruct-8M,bf16,decode,16,GroupedQueryAttention,bf16,8,133120
TinyStories-Instruct-8M,bf16,decode,16,GELU,bf16,8,73728
TinyStories-Instruct-8M,bf16,decode,16,LayerNorm,bf16,17,26180
TinyStories-Instruct-8M,bf16,decode,16,Softmax,bf16,8,10240
TinyStories-Instruct-8M,bf16,decode,16,Embedding,bf16,2,0
TinyStories-Instruct-8M,int8,decode,16,Linear (lm_head),fp32,1,25731584
TinyStories-Instruct-8M,int8,decode,16,Linear,int8,48,12595200
TinyStories-Instruct-8M,int8,decode,16,GroupedQueryAttention,fp32,8,133120
TinyStories-Instruct-8M,int8,decode,16,Quantize,fp32,48,73728
TinyStories-Instruct-8M,int8,decode,16,GELU,fp32,8,73728
TinyStories-Instruct-8M,int8,decode,16,Dequantize,fp32,48,36864
TinyStories-Instruct-8M,int8,decode,16,LayerNorm,fp32,17,26180
TinyStories-Instruct-8M,int8,decode,16,Softmax,fp32,8,10240
TinyStories-Instruct-8M,int8,decode,16,Embedding,fp32,2,0
TinyStories-Instruct-8M,int4,decode,16,Linear (lm_head),fp32,1,25731584
TinyStories-Instruct-8M,int4,decode,16,Linear,fp32,48,12595200
TinyStories-Instruct-8M,int4,decode,16,Dequantize,fp32,48,6291456
TinyStories-Instruct-8M,int4,decode,16,GroupedQueryAttention,fp32,8,133120
TinyStories-Instruct-8M,int4,decode,16,GELU,fp32,8,73728
TinyStories-Instruct-8M,int4,decode,16,LayerNorm,fp32,17,26180
TinyStories-Instruct-8M,int4,decode,16,Softmax,fp32,8,10240
TinyStories-Instruct-8M,int4,decode,16,Embedding,fp32,2,0
TinyStories-Instruct-8M,fp32,decode,32,Linear (lm_head),fp32,1,25731584
TinyStories-Instruct-8M,fp32,decode,32,Linear,fp32,48,12595200
TinyStories-Instruct-8M,fp32,decode,32,GroupedQueryAttention,fp32,8,266240
TinyStories-Instruct-8M,fp32,decode,32,GELU,fp32,8,73728
TinyStories-Instruct-8M,fp32,decode,32,LayerNorm,fp32,17,26180
TinyStories-Instruct-8M,fp32,decode,32,Softmax,fp32,8,20480
TinyStories-Instruct-8M,fp32,decode,32,Embedding,fp32,2,0
TinyStories-Instruct-8M,bf16,decode,32,Linear (lm_head),bf16,1,25731584
TinyStories-Instruct-8M,bf16,decode,32,Linear,bf16,48,12595200
TinyStories-Instruct-8M,bf16,decode,32,GroupedQueryAttention,bf16,8,266240
TinyStories-Instruct-8M,bf16,decode,32,GELU,bf16,8,73728
TinyStories-Instruct-8M,bf16,decode,32,LayerNorm,bf16,17,26180
TinyStories-Instruct-8M,bf16,decode,32,Softmax,bf16,8,20480
TinyStories-Instruct-8M,bf16,decode,32,Embedding,bf16,2,0
TinyStories-Instruct-8M,int8,decode,32,Linear (lm_head),fp32,1,25731584
TinyStories-Instruct-8M,int8,decode,32,Linear,int8,48,12595200
TinyStories-Instruct-8M,int8,decode,32,GroupedQueryAttention,fp32,8,266240
TinyStories-Instruct-8M,int8,decode,32,Quantize,fp32,48,73728
TinyStories-Instruct-8M,int8,decode,32,GELU,fp32,8,73728
TinyStories-Instruct-8M,int8,decode,32,Dequantize,fp32,48,36864
TinyStories-Instruct-8M,int8,decode,32,LayerNorm,fp32,17,26180
TinyStories-Instruct-8M,int8,decode,32,Softmax,fp32,8,20480
TinyStories-Instruct-8M,int8,decode,32,Embedding,fp32,2,0
TinyStories-Instruct-8M,int4,decode,32,Linear (lm_head),fp32,1,25731584
TinyStories-Instruct-8M,int4,decode,32,Linear,fp32,48,12595200
TinyStories-Instruct-8M,int4,decode,32,Dequantize,fp32,48,6291456
TinyStories-Instruct-8M,int4,decode,32,GroupedQueryAttention,fp32,8,266240
TinyStories-Instruct-8M,int4,decode,32,GELU,fp32,8,73728
TinyStories-Instruct-8M,int4,decode,32,LayerNorm,fp32,17,26180
TinyStories-Instruct-8M,int4,decode,32,Softmax,fp32,8,20480
TinyStories-Instruct-8M,int4,decode,32,Embedding,fp32,2,0
TinyStories-Instruct-8M,fp32,decode,64,Linear (lm_head),fp32,1,25731584
TinyStories-Instruct-8M,fp32,decode,64,Linear,fp32,48,12595200
TinyStories-Instruct-8M,fp32,decode,64,GroupedQueryAttention,fp32,8,532480
TinyStories-Instruct-8M,fp32,decode,64,GELU,fp32,8,73728
TinyStories-Instruct-8M,fp32,decode,64,Softmax,fp32,8,40960
TinyStories-Instruct-8M,fp32,decode,64,LayerNorm,fp32,17,26180
TinyStories-Instruct-8M,fp32,decode,64,Embedding,fp32,2,0
TinyStories-Instruct-8M,bf16,decode,64,Linear (lm_head),bf16,1,25731584
TinyStories-Instruct-8M,bf16,decode,64,Linear,bf16,48,12595200
TinyStories-Instruct-8M,bf16,decode,64,GroupedQueryAttention,bf16,8,532480
TinyStories-Instruct-8M,bf16,decode,64,GELU,bf16,8,73728
TinyStories-Instruct-8M,bf16,decode,64,Softmax,bf16,8,40960
TinyStories-Instruct-8M,bf16,decode,64,LayerNorm,bf16,17,26180
TinyStories-Instruct-8M,bf16,decode,64,Embedding,bf16,2,0
TinyStories-Instruct-8M,int8,decode,64,Linear (lm_head),fp32,1,25731584
TinyStories-Instruct-8M,int8,decode,64,Linear,int8,48,12595200
TinyStories-Instruct-8M,int8,decode,64,GroupedQueryAttention,fp32,8,532480
TinyStories-Instruct-8M,int8,decode,64,Quantize,fp32,48,73728
TinyStories-Instruct-8M,int8,decode,64,GELU,fp32,8,73728
TinyStories-Instruct-8M,int8,decode,64,Softmax,fp32,8,40960
TinyStories-Instruct-8M,int8,decode,64,Dequantize,fp32,48,36864
TinyStories-Instruct-8M,int8,decode,64,LayerNorm,fp32,17,26180
TinyStories-Instruct-8M,int8,decode,64,Embedding,fp32,2,0
TinyStories-Instruct-8M,int4,decode,64,Linear (lm_head),fp32,1,25731584
TinyStories-Instruct-8M,int4,decode,64,Linear,fp32,48,12595200
TinyStories-Instruct-8M,int4,decode,64,Dequantize,fp32,48,6291456
TinyStories-Instruct-8M,int4,decode,64,GroupedQueryAttention,fp32,8,532480
TinyStories-Instruct-8M,int4,decode,64,GELU,fp32,8,73728
TinyStories-Instruct-8M,int4,decode,64,Softmax,fp32,8,40960
TinyStories-Instruct-8M,int4,decode,64,LayerNorm,fp32,17,26180
TinyStories-Instruct-8M,int4,decode,64,Embedding,fp32,2,0
TinyStories-Instruct-8M,fp32,decode,128,Linear (lm_head),fp32,1,25731584
TinyStories-Instruct-8M,fp32,decode,128,Linear,fp32,48,12595200
TinyStories-Instruct-8M,fp32,decode,128,GroupedQueryAttention,fp32,8,1064960
TinyStories-Instruct-8M,fp32,decode,128,Softmax,fp32,8,81920
TinyStories-Instruct-8M,fp32,decode,128,GELU,fp32,8,73728
TinyStories-Instruct-8M,fp32,decode,128,LayerNorm,fp32,17,26180
TinyStories-Instruct-8M,fp32,decode,128,Embedding,fp32,2,0
TinyStories-Instruct-8M,bf16,decode,128,Linear (lm_head),bf16,1,25731584
TinyStories-Instruct-8M,bf16,decode,128,Linear,bf16,48,12595200
TinyStories-Instruct-8M,bf16,decode,128,GroupedQueryAttention,bf16,8,1064960
TinyStories-Instruct-8M,bf16,decode,128,Softmax,bf16,8,81920
TinyStories-Instruct-8M,bf16,decode,128,GELU,bf16,8,73728
TinyStories-Instruct-8M,bf16,decode,128,LayerNorm,bf16,17,26180
TinyStories-Instruct-8M,bf16,decode,128,Embedding,bf16,2,0
TinyStories-Instruct-8M,int8,decode,128,Linear (lm_head),fp32,1,25731584
TinyStories-Instruct-8M,int8,decode,128,Linear,int8,48,12595200
TinyStories-Instruct-8M,int8,decode,128,GroupedQueryAttention,fp32,8,1064960
TinyStories-Instruct-8M,int8,decode,128,Softmax,fp32,8,81920
TinyStories-Instruct-8M,int8,decode,128,Quantize,fp32,48,73728
TinyStories-Instruct-8M,int8,decode,128,GELU,fp32,8,73728
TinyStories-Instruct-8M,int8,decode,128,Dequantize,fp32,48,36864
TinyStories-Instruct-8M,int8,decode,128,LayerNorm,fp32,17,26180
TinyStories-Instruct-8M,int8,decode,128,Embedding,fp32,2,0
TinyStories-Instruct-8M,int4,decode,128,Linear (lm_head),fp32,1,25731584
TinyStories-Instruct-8M,int4,decode,128,Linear,fp32,48,12595200
TinyStories-Instruct-8M,int4,decode,128,Dequantize,fp32,48,6291456
TinyStories-Instruct-8M,int4,decode,128,GroupedQueryAttention,fp32,8,1064960
TinyStories-Instruct-8M,int4,decode,128,Softmax,fp32,8,81920
TinyStories-Instruct-8M,int4,decode,128,GELU,fp32,8,73728
TinyStories-Instruct-8M,int4,decode,128,LayerNorm,fp32,17,26180
TinyStories-Instruct-8M,int4,decode,128,Embedding,fp32,2,0
TinyStories-Instruct-8M,fp32,decode,256,Linear (lm_head),fp32,1,25731584
TinyStories-Instruct-8M,fp32,decode,256,Linear,fp32,48,12595200
TinyStories-Instruct-8M,fp32,decode,256,GroupedQueryAttention,fp32,8,2129920
TinyStories-Instruct-8M,fp32,decode,256,Softmax,fp32,8,163840
TinyStories-Instruct-8M,fp32,decode,256,GELU,fp32,8,73728
TinyStories-Instruct-8M,fp32,decode,256,LayerNorm,fp32,17,26180
TinyStories-Instruct-8M,fp32,decode,256,Embedding,fp32,2,0
TinyStories-Instruct-8M,bf16,decode,256,Linear (lm_head),bf16,1,25731584
TinyStories-Instruct-8M,bf16,decode,256,Linear,bf16,48,12595200
TinyStories-Instruct-8M,bf16,decode,256,GroupedQueryAttention,bf16,8,2129920
TinyStories-Instruct-8M,bf16,decode,256,Softmax,bf16,8,163840
TinyStories-Instruct-8M,bf16,decode,256,GELU,bf16,8,73728
TinyStories-Instruct-8M,bf16,decode,256,LayerNorm,bf16,17,26180
TinyStories-Instruct-8M,bf16,decode,256,Embedding,bf16,2,0
TinyStories-Instruct-8M,int8,decode,256,Linear (lm_head),fp32,1,25731584
TinyStories-Instruct-8M,int8,decode,256,Linear,int8,48,12595200
TinyStories-Instruct-8M,int8,decode,256,GroupedQueryAttention,fp32,8,2129920
TinyStories-Instruct-8M,int8,decode,256,Softmax,fp32,8,163840
TinyStories-Instruct-8M,int8,decode,256,Quantize,fp32,48,73728
TinyStories-Instruct-8M,int8,decode,256,GELU,fp32,8,73728
TinyStories-Instruct-8M,int8,decode,256,Dequantize,fp32,48,36864
TinyStories-Instruct-8M,int8,decode,256,LayerNorm,fp32,17,26180
TinyStories-Instruct-8M,int8,decode,256,Embedding,fp32,2,0
TinyStories-Instruct-8M,int4,decode,256,Linear (lm_head),fp32,1,25731584
TinyStories-Instruct-8M,int4,decode,256,Linear,fp32,48,12595200
TinyStories-Instruct-8M,int4,decode,256,Dequantize,fp32,48,6291456
TinyStories-Instruct-8M,int4,decode,256,GroupedQueryAttention,fp32,8,2129920
TinyStories-Instruct-8M,int4,decode,256,Softmax,fp32,8,163840
TinyStories-Instruct-8M,int4,decode,256,GELU,fp32,8,73728
TinyStories-Instruct-8M,int4,decode,256,LayerNorm,fp32,17,26180
TinyStories-Instruct-8M,int4,decode,256,Embedding,fp32,2,0
TinyStories-Instruct-8M,fp32,decode,512,Linear (lm_head),fp32,1,25731584
TinyStories-Instruct-8M,fp32,decode,512,Linear,fp32,48,12595200
TinyStories-Instruct-8M,fp32,decode,512,GroupedQueryAttention,fp32,8,4259840
TinyStories-Instruct-8M,fp32,decode,512,Softmax,fp32,8,327680
TinyStories-Instruct-8M,fp32,decode,512,GELU,fp32,8,73728
TinyStories-Instruct-8M,fp32,decode,512,LayerNorm,fp32,17,26180
TinyStories-Instruct-8M,fp32,decode,512,Embedding,fp32,2,0
TinyStories-Instruct-8M,bf16,decode,512,Linear (lm_head),bf16,1,25731584
TinyStories-Instruct-8M,bf16,decode,512,Linear,bf16,48,12595200
TinyStories-Instruct-8M,bf16,decode,512,GroupedQueryAttention,bf16,8,4259840
TinyStories-Instruct-8M,bf16,decode,512,Softmax,bf16,8,327680
TinyStories-Instruct-8M,bf16,decode,512,GELU,bf16,8,73728
TinyStories-Instruct-8M,bf16,decode,512,LayerNorm,bf16,17,26180
TinyStories-Instruct-8M,bf16,decode,512,Embedding,bf16,2,0
TinyStories-Instruct-8M,int8,decode,512,Linear (lm_head),fp32,1,25731584
TinyStories-Instruct-8M,int8,decode,512,Linear,int8,48,12595200
TinyStories-Instruct-8M,int8,decode,512,GroupedQueryAttention,fp32,8,4259840
TinyStories-Instruct-8M,int8,decode,512,Softmax,fp32,8,327680
TinyStories-Instruct-8M,int8,decode,512,Quantize,fp32,48,73728
TinyStories-Instruct-8M,int8,decode,512,GELU,fp32,8,73728
TinyStories-Instruct-8M,int8,decode,512,Dequantize,fp32,48,36864
TinyStories-Instruct-8M,int8,decode,512,LayerNorm,fp32,17,26180
TinyStories-Instruct-8M,int8,decode,512,Embedding,fp32,2,0
TinyStories-Instruct-8M,int4,decode,512,Linear (lm_head),fp32,1,25731584
TinyStories-Instruct-8M,int4,decode,512,Linear,fp32,48,12595200
TinyStories-Instruct-8M,int4,decode,512,Dequantize,fp32,48,6291456
TinyStories-Instruct-8M,int4,decode,512,GroupedQueryAttention,fp32,8,4259840
TinyStories-Instruct-8M,int4,decode,512,Softmax,fp32,8,327680
TinyStories-Instruct-8M,int4,decode,512,GELU,fp32,8,73728
TinyStories-Instruct-8M,int4,decode,512,LayerNorm,fp32,17,26180
TinyStories-Instruct-8M,int4,decode,512,Embedding,fp32,2,0
TinyStories-Instruct-8M,fp32,decode,1024,Linear (lm_head),fp32,1,25731584
TinyStories-Instruct-8M,fp32,decode,1024,Linear,fp32,48,12595200
TinyStories-Instruct-8M,fp32,decode,1024,GroupedQueryAttention,fp32,8,8519680
TinyStories-Instruct-8M,fp32,decode,1024,Softmax,fp32,8,655360
TinyStories-Instruct-8M,fp32,decode,1024,GELU,fp32,8,73728
